title,keywords,description,,url,Topic,Sub classification,_id
opendatacommunities-societal-wellbeing-deprivation-imd-score-2010,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-cube; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,,,https://lod-cloud.net/dataset/opendatacommunities-societal-wellbeing-deprivation-imd-score-2010,,,opendatacommunities-societal-wellbeing-deprivation-imd-score-2010
ECS Southampton EPrints,computer-science; deref-vocab; electronics; eprints; format-bibo; format-cc; format-dc; format-ecs; format-event; format-foaf; format-geo; format-owl; format-rdf; format-rdfs; format-skos; format-void; format-xsd; license-metadata; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-vocab-mappings; provenance-metadata; publications; published-by-producer; southampton,This is live data produced by the EPrints server since its upgrade to EPrints v3.2.1 and is distinct from the service provided by RKB Explorer.,,https://lod-cloud.net/dataset/southampton-ecs-eprints,cultural heritage,,southampton-ecs-eprints
3LGM² IHE Ontology,IHE; 3LGM²,IHE Concepts extracted from IHE Technical Frameworks published by IHE International (https://www.ihe.net/ihe_domains/  https://profiles.ihe.net/),,https://lod-cloud.net/dataset/IHE,,,IHE
Red Uno Internacional (Santillana),contenidos educativos; contenidos educativos digitales; corporate excellence; country-spain; country.es; dc; educación; foaf; format-dc; format-dcam; format-foaf; format-rdfg; format-sioc; format-skos; format-wot; gnoss; laboratorio de ideas; language-spa; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; schemata; sioc; sistema uno; skos; socialweb; sp; spain; usergeneratedcontent; wrapper,"<p>  <a href=""http://reduno-internacional.com/comunidad/unoi"">Red UNO Internacional (Santillana) </a> is a support community for teachers of Sistema UNO  an educational project that manages the digitization of school  the training of the entire school community and the evaluation of their actions. The proposal provides everything needed to satisfy the standard parameters set by UNESCO and achieves the highest levels of educational quality indicators as PISA ranking.  </p>  <p>  Red Uno Internacional (Grupo Santillana) works with <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. Red Uno Internacional (Santillana) offers a selection of 69 resources (November 2012). It includes a facet-based search engine and enriched contexts. Both are developments by GNOSS.  </p>    <p>  <a href=""http://reduno-internacional.com/comunidad/unoi"">Red UNO Internacional (Santillana)</a>  es un comunidad de apoyo a los docentes que participan en <a href=""http://www.sistemauno.com"">Sistema UNO</a>  proyecto educativo que gestiona la digitalización de la escuela  la formación permanente de toda la comunidad educativa y la evaluación constante de sus acciones. La propuesta provee de todo lo necesario para cumplir con los parámetros establecidos por la UNESCO y alcanzar los más altos niveles de calidad educativa que marcan los indicadores internacionales como PISA.  </p>  <p>  Red Uno Internacional (Santillana) trabaja con <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. Red Uno Internacional (Santillana) ofrece en este caso una selección de 69 recursos (Noviembre 2012). Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.  </p>",,https://lod-cloud.net/dataset/red-uno-internacional-santillana,education,,red-uno-internacional-santillana
lexinfo,crossdomain; linguistic; llod; lod; lodcloud-diagram-2014-08-30; ontology,Ontology of lexical categories,,https://lod-cloud.net/dataset/lexinfo,,lexicon,lexinfo
Korean Institute of Science Technology and Information (RKBExplorer),deref-vocab; format-dc; format-foaf; format-rdf; format-scovo; format-void; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; test; void-sparql-endpoint,,,https://lod-cloud.net/dataset/rkb-explorer-kisti,,,rkb-explorer-kisti
datahub,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-dcat; format-dcterm; format-foaf; format-owl; format-rdf; format-rdfs; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; publications,Publish information about datasets,,https://lod-cloud.net/dataset/datahub,,,datahub
Universal Dependencies Treebank Latin,corpus; linguistics; lod,Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages  with the goal of facilitating multilingual parser development  cross-lingual learning  and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al.  2006  2008  2014)  Google universal part-of-speech tags (Petrov et al.  2012)  and the Interset interlingua for morphosyntactic tagsets (Zeman  2008).    This dataset refers to UD's Latin treebank.,,https://lod-cloud.net/dataset/universal-dependencies-treebank-latin,linguistics,corpora,universal-dependencies-treebank-latin
FAMEData,miraheze; famepedia; famedata,free knowledge database project hosted by Miraheze and edited by volunteers,,https://lod-cloud.net/dataset/famedata,,,famedata
Serendipity,Latin American Linked Data Association; Linked Open Data; OCW; OER; RDF; format-dc; format-dcat; format-org; format-skos; lod; metadata; no-proprietary-vocab; semantic web; sparql-endpoint,Serendipity Linked Open Data includes data about OpenCourseWare and Open Educational Resources. The data was published in RDF format according to the design issues of Linked Open Data. Data can be accessed from a SPARQL endpoint.   ## Data: ##  * OCW Institutions: 262  * OCW Repositories:  80  * Localities: 221  * OCW: 15000  * OER: 70000  ## Demographics: ##  * Open Educational Resources are in different languages: English  Spanish  Catalan  Arabic  Chinese  Danish  Dutch  Finnish  French  German  Greek  Hebrew  Hindi  Indonesian  Italian  Japanese  Korean  Macedonian  Persian  Polish  Portuguese  Russian  Slovenian  Swedish  Thai  Turkish  Vietnamese  * OER Providers are from different countries: Afghanistan  Australia  Belgium  Brazil  Canada  Chile  China  Colombia  Costa Rica  Denmark  Dominican Republic  Ecuador  Finland  France  Germany  Greece  India  Indonesia  Iran  Israel  Italy  Japan  Kenya  Malaysia  Mexico  Netherlands  Nigeria  Oman  Pakistan  Panama  Peru  Poland  Portugal  Puerto Rico  Republic of Macedonia  Russia  Saudi Arabia  Slovenia  South Africa  South Korea  Spain  Sweden  Switzerland  Taiwan  Thailand  Turkey  United Arab Emirates  United Kingdom  United States  Venezuela and Vietnam.,,https://lod-cloud.net/dataset/serendipity,,,serendipity
Solanaceae Phenotype Ontology,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,Solanaceae crop phenotypes and traits  developed in collaboration with the research community  especially for breeder traits of agronomic importance.,,https://lod-cloud.net/dataset/bioportal-spto,health,Botany,bioportal-spto
France Telecom Recherche et Développement (RKBExplorer),deref-vocab; format-akt; format-dc; format-rdf; lod; lodcloud.unconnected; no-license-metadata; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; void-sparql-endpoint,,,https://lod-cloud.net/dataset/rkb-explorer-ft,,,rkb-explorer-ft
opendatacommunities-service-expenditure,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,,,https://lod-cloud.net/dataset/opendatacommunities-service-expenditure,,,opendatacommunities-service-expenditure
PrinParLat in LiLa,Latin; Lexicon; LLOD; LiLa; Morphology,A resource of principal parts of Latin words linked to the LiLa Knowledge Base.,,https://lod-cloud.net/dataset/PrinParLat,linguistics,Thesaurus,PrinParLat0000018ae10899a5
CaLiGraph,General-purpose; Wikipedia-based; Categories; Lists,CaLiGraph - A Knowledge Graph from Wikipedia Categories and Lists,,https://lod-cloud.net/dataset/caligraph,,,caligraph0000018cd4774b35
土地利用模型,,知识包,,https://lod-cloud.net/dataset/_data2.odw.tw,,,_data2.odw.tw
Greek Children Art  Museum dataset,Painting; Museum; Child Art; Creative Work,"The ""LD-project"" deals with the creation of cultural Open Linked Data (LOD)  based on the artifacts of Greek Children Art Museum  in Greece  Athens. It was created in the frame of Master Thesis of MSc. students  Marini Efstathia and Chondrogianni Maria  in Cultural Informatics postgraduate program at the Department of Cultural Technology and Communication of the University of the Aegean.  DCAT Description: https://www.childrensartmuseum.gr/LD-project/",,https://lod-cloud.net/dataset/https:www.childrensartmuseum.grLD-project,cultural heritage,,https:www.childrensartmuseum.grLD-project
WordNet 2.0 (W3C),crossdomain; deref-vocab; format-rdf; format-vu-wordnet; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; lodcloud.nolinks; nlp; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; w3c,Presents a standard conversion of Princeton WordNet to RDF/OWL. It describes how it was converted and gives examples of how it may be queried for use in Semantic Web applications.    Editors:  Mark van Assem  Vrije Universiteit Amsterdam  Aldo Gangemi  ISTC-CNR  Rome  Guus Schreiber  Vrije Universiteit Amsterdam,,https://lod-cloud.net/dataset/w3c-wordnet,linguistic,lexicon,w3c-wordnet0000018bf578c42e
SITC-V4,10ders; deref-vocab; e-procurement; euroalert; format-dc; format-dcterms; format-gr; format-skos; format-skosxl; geodata; government; license-metadata; linkeddata; linkedopendata; lod; oviedo; procurement; provenance-metadata; pscs; public_contracts; published-by-third-party; stic; uniovi; university-of-oviedo; v4; vocab-mappings; weso,The Standard International Trade Classification V4 is used by the United Nations to create statistics.     Authors of the linked data version:    -Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo    WESO-University of Oviedo,,https://lod-cloud.net/dataset/sitc-v4,cultural heritage,,sitc-v4
Ontology for Drug Discovery Investigations,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,The goal of DDI project is to develop an ontology for the description of drug discovery investigations. DDI aims to follow to the OBO (Open Biomedical Ontologies) Foundry principles  uses relations laid down in the OBO Relation Ontology  and be compliant with Ontology for biomedical investigations (OBI).,,https://lod-cloud.net/dataset/bioportal-ddi,health,Medical Sciences(https://skos.um.es/unesco6/00/html),bioportal-ddi
TEKORD,controlled-vocabulary; crossdomain; library; lld; lod; lodcloud-diagram-2014-08-30; lodcloud.nolinks; lodcloud.unconnected; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; norwegian; published-by-producer; rdf,RDF-ized controlled vocabulary of Norwegian terms with Universal Decimal Classification numbers; library metadata from the Norwegian University of Science and Technology.,,https://lod-cloud.net/dataset/tekord,linguistics,linguistics,tekord
Linked Open Data of Ecology,biodiversity; crossdomain; deref-vocab; ecology; environment; format-dbo; format-dbpedia; format-dbpowl; format-dbpprop; format-dc; format-dwc; format-event; format-foaf; format-geo; format-muo; format-rdf; format-rdfs; format-skos; format-time; format-tl; format-ucum; insects; license-metadata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; measurement; plants; provenance-metadata; published-by-producer; wildfire,Linked Open Data of Ecology ([LODE][]) is a prototype to integrate the data of ecology by linked data approach. So far the subjects include most of [wildfire][]  [taxonomy][]  biodiversity data of [plants][] and [insects][] in Taiwan.     2011/07/20: Recently we added a new dataset about measurements of DBH(diameters breast height) of tree entities in Nansi forest dynamics plot ([FDP-NS][]).    [LODE]: http://ecowlim.tfri.gov.tw/lode  [wildfire]: http://ecowlim.tfri.gov.tw/lode/resource/firedb/ForestFireEvent  [taxonomy]: http://ecowlim.tfri.gov.tw/lode/page/taibnet/Species  [plants]: http://ecowlim.tfri.gov.tw/lode/page/taif/Species  [insects]: http://ecowlim.tfri.gov.tw/lode/page/flyhorse/Species  [FDP-NS]: http://ecowlim.tfri.gov.tw/lode/resource/fdp/NansiForestDynamicsPlotCensus/01,,https://lod-cloud.net/dataset/linked-open-data-of-ecology,cultural heritage,cultural heritage,linked-open-data-of-ecology
Lotico,deref-vocab; format-foaf; format-rdf; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer; social-networks; sparql; usergeneratedcontent,A social network of active Lotico Semantic Web community members  provided as RDF via resolvable URIs and a SPARQL endpoint.,,https://lod-cloud.net/dataset/lotico,,,lotico
European Employment Services (EURES),business; deref-vocab; government; latc; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; published-by-third-party,EURES (European Employment Services) is a cooperation network designed to facilitate the free movement of workers within the European Economic Area (Switzerland is also involved). It publishes Job vacancies in 31 European countries. Partners in the network include public employment services  trade union and employers' organisations. The network is coordinated by the European Commission.,,https://lod-cloud.net/dataset/fu-berlin-eures,cultural heritage,,fu-berlin-eures
person,,FoaF,,https://lod-cloud.net/dataset/card,,,card
Simulation of desertification dynamics in Ordos City from 2000 to 2030 with coupled natural-human factors,,Simulation of desertification dynamics in Ordos City from 2000 to 2030 with coupled natural-human factors,,https://lod-cloud.net/dataset/SDDEC,,,SDDEC0000018e116dda4a
Farmacias en Euskadi,botica; drug; farmacia; format-cc; government; health; lod; lodcloud.unconnected; medicamentos; no-deref-vocab; published-by-third-party; salud,Cada ZIP contiene las farmacias de una provincia: Bizkaia  Gipuzkoa y Álava.    Farmacias existentes en Euskadi. Los datos incluyen  entre otros  dirección  datos de contacto  horarios y coordenadas GPS.,,https://lod-cloud.net/dataset/euskadi-farmacias,,,euskadi-farmacias
statusnet-fragdev-com,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-bio; format-foaf; format-pos; format-rdf; format-rdfs; format-sioc; lodcloud-diagram-2014-08-30; social web,StatusNet instance hosted at http://fragdev.com,,https://lod-cloud.net/dataset/statusnet-fragdev-com,,,statusnet-fragdev-com
Wood Trick LLC,3d wooden puzzles; jigsaw puzzles wooden; 3d wooden puzzles for adults; mechanical wooden puzzles; wooden puzzles for adults; 3d puzzles; wooden model kits,WoodTrick is a brand of 3d puzzles for adults made of natural wood by professional engineers. These are cars and trucks  devices  machinery  weaponry and other amazing mechanisms that you assemble with your own hands using the laser-cut parts and your clever mind.,,https://lod-cloud.net/dataset/woodtrick,cultural heritage,,woodtrick0000018b139b345e
Natural Products Ontology,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,An ontology for describing biological activities of natural products.,,https://lod-cloud.net/dataset/bioportal-natpro,health,BioChemistry,bioportal-natpro
Spanish Linguistic Datasets,Spanish; geodata; lexicon; linguistics; thesaurus,Spanish Linguistic Datasets (SLD) is an open initiative to expose as Linked Data available Spanish Linguistic resources maintained at OEG. It is worth noting that we host Spanish multilingual resources.  At the moment  the collection of SLDs are (1) NC geo dictionary. Nomeclator Conciso; (2) BCN geo dictionary. Base Cartogrófica Numérica; (3) Badele lexical database. and (4) BNE thesaurus.,,https://lod-cloud.net/dataset/spanish-linguistic-datasets,linguistics,lexicon,spanish-linguistic-datasets
Corpus for Latin Sociolinguistic Studies on Epigraphic textS (CLaSSES) in LiLa,Latin; Corpus; LLOD; LiLa; Epigraphy,The CLaSSES corpus linked to the LiLa Knowledge Base is a digital resource which gathers non-literary Latin texts (inscriptions  writing tablets  letters) of different periods and provinces of the Roman Empire. Each text is tagged with linguistic and extra-linguistic information that allows to analyze the spelling variations in Latin non-literary sources in the light of the sociolinguistic context of the Roman world.,,https://lod-cloud.net/dataset/CLaSSES,linguistics,corpora,CLaSSES0000018b23d9e855
Apertium RDF EN-GL,Apertium; English; Galician; bilingual; dictionary; lemon; lexicon; linguistic lod; linguistics; llod; lod; multilingual; rdf; translation,RDF version of the Apertium bilingual dictionary EN-GL. The original dataset (in LMF) comes from http://hdl.handle.net/10230/17109 . The RDF version of the lexica is modelled using lemon (http://lemon-model.net/) and the translation module (http://purl.org/net/translation). More about the Apertium RDF dictionaries at http://linguistic.linkeddata.es/apertium/,,https://lod-cloud.net/dataset/apertium-rdf-en-gl,linguistics,lexicon,apertium-rdf-en-gl
Ontology of homology and related concepts in biology,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,This ontology represents concepts related to homology  as well as other concepts used to describe similarity and non-homology.,,https://lod-cloud.net/dataset/bioportal-hom,,,bioportal-hom
DBTropes,book; deref-vocab; fiction; format-rdf; format-rdfs; license-metadata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; movie; provenance-metadata; published-by-third-party; trope,DBTropes.org is a Linked Data wrapper for the TVTropes.org community wiki. It contains descriptions of numerous movies  books  and other items  and associates these with tropes (writing devices and conventions).,,https://lod-cloud.net/dataset/dbtropes,,,dbtropes
ChEMBL-RDF (@ Uppsala University),backlink; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; no-deref-vocab; no-license-metadata; no-provenance-metadata; published-by-third-party; sparql-endpoint,RDF version of the CC-SA-BY ChEMBL database by the team of John Overington at the EBI  Hinxton/UK (http://www.ebi.ac.uk/chembl/).,,https://lod-cloud.net/dataset/farmbio-chembl,unclassified,unclassified,farmbio-chembl
Cinémathèque québécoise Linked Open Data,movie; cinematheque; cinema; cultural heritage; quebec,Free knowledge base hosted by Cinémathèque québécoise about movies.,,https://lod-cloud.net/dataset/cinematheque-quebecoise-linked-open-data,,,cinematheque-quebecoise-linked-open-data000001938f9b5a76
data-hnm-hu - Hungarian National Museum Datasets,format-bibframe; format-owl; format-rdf; format-rdfs; license-metadata; lod; no-proprietary-vocab; published-by-producer,"Open linked data from the Hungarian National Museum.   The following datasets and subsets are available:    * Collections (dataset  short  name: colls)   * Bibliographic Data of the Central Library (subset  short name: colls-lib-bib)    The Bibliographic Data of the Central Library contains the entire online catalogue of the library in BIBFRAME format and provides links to external sources including: [BNF](http://data.bnf.fr)  [ISNI](http://isni.org)  [LC NAF](http://id.loc.gov/authorities/names.html)  [VIAF](http:viaf.org) and [Wikidata](http://wikidata.org).    One of the aims of this publication is to make Hungarian librarians more familiar with BIBFRAME. In order to achieve this the BIBFRAME and the MARC descriptions are cross linked. Knowing the BIBFRAME URI of an instance:    [http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563](http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563)    one can get the MARC description by appending "".opac"" to the URI:    [http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac](http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac).    Knowing the permalink of an OPAC record     [http://link.hnm.hu/lib/bib/MNMKVT19563](http://link.hnm.hu/lib/bib/MNMKVT19563)    one can get the BIBRAME description in HTML format by appending .rdf to it:    [http://link.hnm.hu/lib/bib/MNMKVT19563.rdf](http://link.hnm.hu/lib/bib/MNMKVT19563.rdf).    Other formats can also be invoked by appending the following extensions:  .rdf-ttl  .rdf-nt  .rdf-json  .rdf-jsonld  and .rdf-rdf. The .rdf-rdf extentsion gives back the rdf-xml format.    Clicking the BIBFRAME icon in the OPAC also leads to the BIBFRAME description.    The OPAC pages also support the link rel discovery service in order for the crawlers and other programs to find the RDF descriptions in different formats automatically.    The project was carried out in partnership with @Cult srl.  Italy (MARC BIBFRAME conversion) and Monguz Ltd.  Hungary (OPAC modification). We also used some parts of the ALIADA open source tool.    The @Cult MARC21 BIBFRAME conversion have the following main features:    - Work recognition  - Entity recognition  - Name entities are linked to external datasets.    The BIBFRAME dataset will be updated periodically as BIBFRAME and the conversion evolves.",,https://lod-cloud.net/dataset/data-hnm-hu,SLR,,data-hnm-hu
BBC Wildlife Finder,deref-vocab; format-dc; format-foaf; format-rdf; format-rdfs; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer,Information about:    - wildlife biota (kingdom > Species)  - habitats  - adaptations  - ecozones    Data includes:     - IUCN conservation status  - background descriptions  - photos  - BBC news stories and   - video clips from the BBC archive.,,https://lod-cloud.net/dataset/bbc-wildlife-finder,cultural heritage,,bbc-wildlife-finder
Hermos,grape leaf disease; dataset; deep learning; image classification,Vineyard powdery mildew (Uncinula necator)  dead arm (Phomopsis viticola) and vineyard downy mildew (Plasmopara viticola) diseases are frequently seen in the vineyards in the Gediz River Basin  West Anatolia of Turkey and cause significant damage to the crop. These diseases can be detected early using artificial intelligence- based systems that can contribute to crop yields and also reduce the labor of the farmer and the amount of pesticides used. This article presents a dataset  namely Hermos  for use in such AI-based systems. The dataset  namely Hermos  contains four classes of grapevine images; leaves with dead root  leaves with powdery mildew  leaves with downy mildew and healthy leaves.,,https://lod-cloud.net/dataset/Hermos,health,Botany,Hermos
Persian WordNet (as part of Open Multilingual WordNet),lexicon; wordnet; lemon,The Persian wordnet as published as part of the Open Multilingual WordNet. The goal of Open Multilingual WordNet is to make it easy to use wordnets in multiple languages. The individual wordnets have been made by many different projects and vary greatly in size and accuracy. We have (i) extracted and normalized the data  (ii) linked it to Princeton WordNet 3.0 and (iii) put it in one place. The Open Multilingual Wordnet and its components are open: they can be freely used  modified  and shared by anyone for any purpose.,,https://lod-cloud.net/dataset/omwn-fas,linguistics,lexicon,omwn-fas
Scottish Mountaineering Council Journals Issues 1-36,19thcentury; climbing; club; format-bib; format-foaf; format-geovocab; format-rdf; geographic; journals; license-metadata; lld; lod; lodcloud-diagram-2011-09-19; mountaineering; no-proprietary-vocab; provenance-metadata; published-by-third-party; sport,"This is a Linked Data representation of a digital archive of 'Scottish Mountaineering Club Journal Issues 1 to 36  1890-1901'  which was created by Alan Dawson  Centre for Digital Library Research  University of Strathclyde  with funding from the Scottish Mountaineering Trust.    The Linked Data representation currently covers the relationships between places  people  journal issues and articles gathered from the Cumulative Indexes of Authors  Hills  People and Articles.        TODO:          (from the Cumulative Indexes)    Events    Illustrations    Reviews    Topics        And:      ""The SMC in 1894: Rules  officers  members"" (http://gdl.cdlr.strath.ac.uk/smcj/smc1894.htm)",,https://lod-cloud.net/dataset/data-incubator-smcjournals,SLR,,data-incubator-smcjournals
ReSIST Project Wiki (RKBExplorer),deref-vocab; format-akt; format-dc; format-rdf; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; void-sparql-endpoint,,,https://lod-cloud.net/dataset/rkb-explorer-wiki,,,rkb-explorer-wiki
The London Gazette - Gazettes Data,companies; competition; country-uk; deref-vocab; environment; finance; format-dc; format-foaf; gov; government; health; insolvency; lod; lodcloud-diagram-2011-09-19; lodcloud.nolinks; newspaper; no-license-metadata; no-provenance-metadata; no-vocab-mappings; parliament; planning; published-by-producer; state; transport; uk,"## About    From website:    > The London Gazette  Official Newspaper of Record for the United Kingdom plays a major role in the information infrastructure for government  with 175 000 notices published in 2007.    > A wide range of notices  the majority of which are mandatory by law appear in the following broad categories (bold = very high numbers of notices): State  Parliament  Ecclesiastical  Public Finance  Transport  Planning  Health  Environment  Water  Agriculture & Fisheries  Energy  Post & Telecom.  Other Notices  Competition  Corporate Insolvency  Personal Insolvency  Companies & Financial Regulation  Partnerships  Societies Regulation  Personal Legal.    > Plans are in place to further upgrade the tagging but any change in mark up for the London Gazette (and sister newspapers the Edinburgh and Belfast Gazettes) will be backwards compatible. Different types of notice presently have very different degrees of mark up.    > The quality of the information in the London Gazette is excellent. Content is published primarily on behalf of solicitors  government  insolvency practitioners and other known stakeholders. Accuracy is absolutely key.    > Data can be made available on an ongoing basis in XML  Excel and other formats. RDFa will launch shortly for some categories.    > The two files on this web page enable you to explore the content:    > 1. An XML file of all published notices from mid February 2007 to end May 2008.  > 2. A list and order of notice types.    ## Format    XML    ## Re-use    Website says ""Please treat the data as Crown Copyright.""",,https://lod-cloud.net/dataset/london-gazette,cultural heritage,,london-gazette
British Museum Collection,cultural; culturalheritage; deref-vocab; format-cidoc-crm; format-foaf; format-rdf; format-skos; lod; lodcloud-diagram-2014-08-30; lodcloud.candidate; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; sparql,Welcome to this Linked Data and SPARQL service. It provides access to the same collection data available through the Museum?s web presented Collection Online  but in a computer readable format. The use of the W3C open data standard  RDF  allows the Museum?s collection data to join and relate to a growing body of linked data published by other organisations around the world interested in promoting accessibility and collaboration.    The data has also been organised using the CIDOC-CRM (Conceptual Reference Model) crucial for harmonising with other cultural heritage data. The current version is beta and development work continues to improve the service. We hope that the service will be used by the community to develop friendly web applications that are freely available to the community.     Licence available at http://collection.britishmuseum.org/Licensing,,https://lod-cloud.net/dataset/british-museum-collection,cultural heritage,,british-museum-collection
MusicBrainz (zitgist.com),format-mo; format-rdf; format-rdfs; lod; lodcloud.nolinks; media; music; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party,RDF for artists  records  performances etc.  generated from package:musicbrainz.,,https://lod-cloud.net/dataset/zitgist-musicbrainz,,,zitgist-musicbrainz
Word Formation Latin (WFL) in LiLa,Latin; Lexicon; LLOD; LiLa; Derivational Morphology,Word Formation Latin is a derivational lexicon for Latin. This dataset is linked to the LiLa Knowledge Base,,https://lod-cloud.net/dataset/WordFormationLatin,linguistics,corpora,WordFormationLatin0000018ae116f420
MExiCo,deref-vocab; format-dc; format-foaf; format-owl; format-prov; format-rdf; format-xsd; general ontology of linguistic description; linguistics; lod; published-by-producer; rdf; schemata,"MExiCo (short for ""Multimodal Experiment Corpora"") is a data model for data collections containing multimodal linguistic and interaction annotations.",,https://lod-cloud.net/dataset/mexico,linguistics,corpora,mexico
Ontology for disease genetic investigation,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,The ontology for the original papers investigating the relations between genetic factors and disease.,,https://lod-cloud.net/dataset/bioportal-odgi,health,Genetics,bioportal-odgi
Yeast phenotypes,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,A structured controlled vocabulary for the phenotypes of budding yeast.,,https://lod-cloud.net/dataset/bioportal-ypo,health,Microbiology,bioportal-ypo
Drosophila gross anatomy,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,A structured controlled vocabulary of the anatomy of <i>Drosophila melanogaster</i>.,,https://lod-cloud.net/dataset/bioportal-fbbt,health,Entomology,bioportal-fbbt
Ruben Taelman's Data,lod; personal,Personal website of Ruben Taelman annotated with RDFa.,,https://lod-cloud.net/dataset/rubentaelman,,,rubentaelman
Database of Chinese Rare Books (CRB),ASCDC; Chinese Rare Books; History; Taiwan; Academia Sinica; Fu Ssu-nien Library; Institute of History and Philology,The LOD dataset of ASCDC_Database of Chinese Rare Books (CRB) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the online database of the “Digital Library of Chinese Rare Books” (古漢籍善本數位化資料庫  http://rarebookdl.ihp.sinica.edu.tw/rarebook/Search/index.jsp). This digital library was established and maintained by the Fu Ssu-nien Library at the Institute of History and Philology  Academia Sinica  Taipei  Taiwan (ROC). The data includes titles and information on more than 900 Chinese rare books and manuscripts collected by the Library of Congress  Princeton University Library  Harvard–Yenching Library and Fu Ssu-nien Library. Containing 39 911 data records and 140 638 triples  the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC0)  while the digital images are under the CC-BY-NC-SA 3.0 license.,,https://lod-cloud.net/dataset/ASCDC-CRB,cultural heritage,,ASCDC-CRB
Chemical Information Ontology,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,Includes terms for the descriptors commonly used in cheminformatics software applications and the algorithms which generate them.,,https://lod-cloud.net/dataset/bioportal-cheminf,health,Medical Sciences(https://skos.um.es/unesco6/00/html),bioportal-cheminf
