Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
759,cz-sao-check-actions-law,https://lod-cloud.net/dataset/cz-sao-check-actions-law,List of laws used in inspection reports of SAO,List of laws used in inspection reports of the Supreme Audit Office of the Czech Republic,czech; czech-republic; format-schema; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,health
1052,cz-sidc-drug-ingredients,https://lod-cloud.net/dataset/cz-sidc-drug-ingredients,Active ingredients of medicinal products available in Czech Republic,This dataset provides data about active ingredients contained in medicinal products available in Czech republic. The dataset was created on the base of information published on the web site of Czech State Institute for Drug Control.,czech; czech-republic; deref-vocab; format-dcterms; format-skos; license-metadata; lifesciences; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,from the title: medicinal products,,,,health,cultural heritage
1428,cz-sidc-drugs,https://lod-cloud.net/dataset/cz-sidc-drugs,Medicinal products marketed in Czech Republic,Medicinal products marketed in Czech Republic according to the State Institute for Drug Control in Czech Republic,czech; czech-republic; deref-vocab; format-dcterms; format-skos; license-metadata; lifesciences; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,medicinal mentioned in the title and abstract.,,,,health,cultural heritage
395,didactalia,https://lod-cloud.net/dataset/didactalia,"Didactalia, índice de recursos educativos para profesores, padres y alumnos (GNOSS)","<p>  <a href=""http://didactalia.net/"">Didactalia.net</a>   is a K-12 global community and an storage place for teachers  students and parents to create  share and find open educational resources that has currently more than 50 000 items with semantic contexts. In Didactalia.net  users can create  share and discover content and promote educational spaces where they can use lessons with facet based searches and enriched contexts. The project also offers a Personal Learning Environment (PLE) that includes an online reputation management service and a space where learners take control  communicate and cope with their own learning upgraded with personalized contexts. The Semantic Technology  the use of Linked Open Data and the creation of an ecosystem of learning communities in the context of Social Learning form the core of Didactalia.net. In this sense  the community aims to build an educational graph that gives meaning to distributed education and fragmented work of many teachers. This knowledge is managed on learning patterns and sequences that make sense for the educational community.  </p>  <p>  <a href=""http://gnoss.com/"">GNOSS (RIAM Intelearning Lab)</a>  promotes Didactalia.net.  </p>  <p>  <a href=""http://didactalia.net/"">Didactalia.net</a>   es una comunidad educativa global para profesores  padres y estudiantes desde la Educación Infantil hasta el Bachillerato que incluye una colección con más de 50.000 recursos educativos abiertos. En ella  los usuarios pueden crear  compartir y descubrir contenidos educativos y promover clases y comunidades de aprendizaje en las que trabajar lecciones en un espacio social con búsquedas facetadas y contextos enriquecidos. En cuanto a identidad digital  Didactalia.net propone un Entorno Personal de Aprendizaje (PLE)  que incluye herramientas semánticas y sociales para gestionar la reputación y un espacio en el que el usuario recoge  expone y comparte sus contenidos de aprendizaje. La tecnología semántica  el aprovechamiento de los datos abiertos enlazados (  <a href=""http://linkeddata.org/"">Linked Data</a>  ) y la creación de un ecosistema de comunidades de aprendizaje en un contexto de Social Learning configuran el núcleo de Didactalia.net. En este sentido  la comunidad aspira a la construcción de un grafo educativo que dé sentido al trabajo distribuido y atomizado de muchos profesores y que esté organizado sobre patrones y secuencias de aprendizaje que tengan sentido para la comunidad educativa.  </p>  <p>  <a href=""http://gnoss.com/"">GNOSS (RIAM Intelearning Lab)</a>  promueve Didactalia.net.  </p>",country-spain; country.es; dc; e-learning; education; educational; foaf; format-dc; format-dcam; format-foaf; format-rdfg; format-sioc; format-skos; format-wot; language-spa; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; schemata; sioc; skos; socialweb; sp; spain; usergeneratedcontent; wrapper,education,title and abstract in spanish. education among keywords,,,,education,health
1323,disgenet,https://lod-cloud.net/dataset/disgenet,DisGeNET,Linked Data version of DisGeNET-RDF  which is a Resource Description Framework (RDF) representation of the DisGeNET database  integrating gene  and variant-disease associations from a variety of authoritative sources on human genetics and text mining.  The Linked Data version of DisGeNET is an alternative way to access DisGeNET and provides new opportunities for data integration  querying and linking DisGeNET data with other external RDF datasets. There are four main components in the RDF dataset: GDA content  VDA content  metadata description of the RDF dataset (VoID description)  and linkouts to other Linked Datasets. The current RDF representation of DisGeNET (v7.0.0) has 99 057 987 triples serialized in Turtle syntax. The triples annotate 1 134 942 gene-disease associations (GDAs)  21 671 genes  and 30 170 diseases  disorders  traits  and clinical or abnormal human phenotypes and 369 554 variant-disease associations (VDAs)  between 194 515 variants and 14 155 diseases  traits  and phenotypes. The RDF graph model is centered around two concepts the GDA concept and the VDA concept and their attributes.  web: http://rdf.disgenet.org/,animal model; biomedicine; disease; disgenet; format-dc; format-foaf; format-owl; format-rdf; format-rdfs; format-sio; format-skos; format-void; format-xsd; gene; gene-disease; gene-disease associations; gene-disease network; gene-disease ontology; gene-disease text-mining; genotype; genotype-phenotype; human diseases; human genes; license-metadata; lifesciences; lod; no-proprietary-vocab; phenotype; provenance-metadata; published-by-producer; rdf; text-mining,health,gene and variant diseases by the abstract,,,,health,Education
683,drug-data-hifm,https://lod-cloud.net/dataset/drug-data-hifm,Drug Data from the Health Insurance Fund of Macedonia,"Linked Open Drug Data from the Health Insurance Fund of the Republic of Macedonia.     The dataset provides data about the referent (nominal) prices of drugs in Macedonia  along with the generic drug name  brand name  packaging  manufacturer  etc. The drugs from the dataset are linked among themselves with a ""similar to"" relation  and with an ""owl:seeAlso"" relation with corresponding drugs from the [DrugBank dataset](http://wifo5-03.informatik.uni-mannheim.de/drugbank/ ""DrugBank""). Both relations are based on the drug ATC code.    The drug data from the Fund is described using a custom HIFM ontology  along with relations from the DrugBank dataset.     For more info on the dataset  please refer to [this paper](http://e-tnc.com/etnc/Portals/3/papers/loddhifm-ciit2013.pdf ""LODD from the HIFM"").",Macedonia; deref-vocab; drugs; format-drugbank; government; health; health insurance fund; healthcare; hifm; lod; no-license-metadata; no-provenance-metadata; prices; published-by-third-party,health,from the title,,,,health,
716,eagle-i-alaska,https://lod-cloud.net/dataset/eagle-i-alaska,eagle-i @ University of Alaska Fairbanks,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1435,eagle-i-cau,https://lod-cloud.net/dataset/eagle-i-cau,eagle-i @ Clark Atlanta University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
429,eagle-i-ccny-cuny,https://lod-cloud.net/dataset/eagle-i-ccny-cuny,eagle-i @ The City College of New York,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
750,eagle-i-cdrewu,https://lod-cloud.net/dataset/eagle-i-cdrewu,eagle-i @ Charles R. Drew University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
593,eagle-i-dartmouth,https://lod-cloud.net/dataset/eagle-i-dartmouth,eagle-i @ Dartmouth College,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1085,eagle-i-famu,https://lod-cloud.net/dataset/eagle-i-famu,eagle-i @ Florida Agricultural and Mechanical University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1275,eagle-i-harvard,https://lod-cloud.net/dataset/eagle-i-harvard,eagle-i @ Harvard University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
174,eagle-i-hawaii,https://lod-cloud.net/dataset/eagle-i-hawaii,eagle-i @ University of Hawai’i at Mānoa,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: https://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1071,eagle-i-howard,https://lod-cloud.net/dataset/eagle-i-howard,eagle-i @ Howard University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1353,eagle-i-hunter-cuny,https://lod-cloud.net/dataset/eagle-i-hunter-cuny,eagle-i @ Hunter College,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1036,eagle-i-jsu,https://lod-cloud.net/dataset/eagle-i-jsu,eagle-i @ Jackson State University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1509,eagle-i-meharry,https://lod-cloud.net/dataset/eagle-i-meharry,eagle-i @ Meharry Medical College,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
240,eagle-i-montana,https://lod-cloud.net/dataset/eagle-i-montana,eagle-i @ Montana State University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
534,eagle-i-msm,https://lod-cloud.net/dataset/eagle-i-msm,eagle-i @ Morehouse School of Medicine,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1349,eagle-i-ohsu,https://lod-cloud.net/dataset/eagle-i-ohsu,eagle-i @ Oregon Health and Science University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
35,eagle-i-psm,https://lod-cloud.net/dataset/eagle-i-psm,eagle-i @ Ponce School of Medicine,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
359,eagle-i-tsu,https://lod-cloud.net/dataset/eagle-i-tsu,eagle-i @ Texas Southern University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1061,eagle-i-tuskegee,https://lod-cloud.net/dataset/eagle-i-tuskegee,eagle-i @ Tuskegee University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
161,eagle-i-uccaribe,https://lod-cloud.net/dataset/eagle-i-uccaribe,eagle-i @ Universidad Central del Caribe,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
720,eagle-i-upr,https://lod-cloud.net/dataset/eagle-i-upr,eagle-i@ University of Puerto Rico - Medical Sciences Campus,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
222,eagle-i-utep,https://lod-cloud.net/dataset/eagle-i-utep,eagle-i @ University of Texas at El Paso,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
382,eagle-i-utsa,https://lod-cloud.net/dataset/eagle-i-utsa,eagle-i @ University of Texas at San Antonio,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
1401,eagle-i-vanderbilt,https://lod-cloud.net/dataset/eagle-i-vanderbilt,eagle-i @ Vanderbilt University,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,Education
381,eagle-i-xula,https://lod-cloud.net/dataset/eagle-i-xula,eagle-i @ Xavier University of Louisiana,Groundbreaking biomedical research requires access to cutting edge scientific resources; however such resources are often invisible beyond the laboratories or universities where they were developed. eagle-i is a national research resource discovery platform to help biomedical scientists search for and find previously invisible  but highly valuable  resources.   Resource descriptions collected at each participating institution are freely available as linked open data.  See: http://www.eagle-i.net/,deref-vocab; format-bibo; format-dc; format-ero; format-foaf; format-ncbitaxon; format-oboso; format-pobo; format-ro; format-vivo; lifesciences; lod; provenance-metadata; published-by-producer; vocab-mappings,health,biomedical in the abstract,,,,health,cultural heritage
563,entice-graph,https://lod-cloud.net/dataset/entice-graph,ENTICE Educational Episodes Knowledge Graph,Knowledge Graph of the Erasmus+ funded project ENTICE (https://entice.eu),life_sciences; biomedicine; lod; educational_episodes; vr/ux,education,unclear why life science among keywords. not accessible anymore,,,,education,health
229,entrez_gene,https://lod-cloud.net/dataset/entrez_gene,Entrez Gene,### About    Data exposed: Select fields from Entrez Gene records  Size of dump and data set: 7.7 MB  Notes: NCBI Copyright and Disclaimers    ### Openness    Data appears to be in public domain. [Disclaimer](http://www.ncbi.nlm.nih.gov/About/disclaimer.html) says:    > Information that is created by or for the US government on this site is within the public domain. Public domain information on the National Library of Medicine (NLM) Web pages may be freely distributed and copied. However  it is requested that in any subsequent use of this work  NLM be given appropriate acknowledgment.,ckanupload.esw.200910; country-usa; format-rdf; format-xhtml; genetics; lifesciences; linkeddata; lod; lodcloud.nolinks; no-deref-vocab; published-by-third-party; rdf; science,health,"gene in the title, life science in keywords",,,,health,cultural heritage
172,environmental-applications-reference-thesaurus,https://lod-cloud.net/dataset/environmental-applications-reference-thesaurus,EARTh,The Environmental Applications Reference Thesaurus (EARTh) has been compiled and is maintained by the  CNR-IIA-EKOLab  to facilitate the indexing  retrieval  harmonizing and integration of human- and machine-readable environmental information from disparate sources  across the cultural and linguistic barriers. Ownership of such material always remains with the CNR-IIA-EKOLab.    EARTh has been firstly made available as linked data as an activity within the European Project NatureSDIPlus (ECP-2007-GEO-317007). It is currently maintained  in the context of LusTRE  a framework under development within the EU project eENVplus (CIP-ICT-PSP grant No. 325232) that aims at combining existing thesauri to support the management of environmental resources. LusTRE considers the heterogeneity in scopes and levels of abstraction of environmental thesauri as an asset when managing environmental data  it exploits linked data best practices SKOS (Simple Knowledge Organization System) and RDF (Resource Description Framework) in order to provide a multi-thesauri solution for INSPIRE data themes related to the environment.,format-rdf; format-skos; geographic; license-metadata; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-proprietary-vocab; provenance-metadata; published-by-third-party; schemata; thesaurus; vocab-mappings; void-sparql-endpoint,linguistic,from the abstract,,,,cultural heritage,health
182,epa-cdr,https://lod-cloud.net/dataset/epa-cdr,EPA-CDR,The Chemical Data Reporting (CDR) Rule  issued under the Toxic Substances Control Act (TSCA)  requires manufacturers (including importers) to give EPA information on the chemicals they manufacture domestically or import into the United States. EPA uses the data to help assess the potential human health and environmental effects of these chemicals and makes the non-confidential business information it receives available to the public.,environmental; government; lod,health,chemical in abstract,,yes,,health,cultural heritage
1345,epa-frs,https://lod-cloud.net/dataset/epa-frs,EPA-FRS,The Facility Registry Service (FRS) provides quality facility data to support EPA's mission of protecting human health and the environment.,environmental; government; lod,health,human health in the abstract,,yes,,health,cultural heritage
278,epa-rcra,https://lod-cloud.net/dataset/epa-rcra,EPA-RCRA,Hazardous waste information is contained in the Resource Conservation and Recovery Act Information (RCRAInfo)  a national program management and inventory system about hazardous waste handlers.,environmental; government; lod,health,,,yes,,,Technology
407,epa-srs,https://lod-cloud.net/dataset/epa-srs,EPA-SRS,Substance Registry Services (SRS) is the Environmental Protection Agency's (EPA) central system for information about substances that are tracked or regulated by EPA or other sources. It is the authoritative resource for basic information about chemicals  biological organisms  and other substances of interest to EPA and its state and tribal partners.,environmental; government; lod,health,,,yes,,,cultural heritage
743,epa-tri,https://lod-cloud.net/dataset/epa-tri,EPA-TRI,Toxics Release Inventory (TRI) is a resource for learning about toxic chemical releases and pollution prevention activities reported by industrial and federal facilities. TRI data support informed decision-making by communities  government agencies  companies  and others.,environmental; government; lod,health,,,yes,,,cultural heritage
177,es-msssi-drug-prices,https://lod-cloud.net/dataset/es-msssi-drug-prices,List of prices of medicinal products marketed in Kingdom of Spain,The dataset provides prices of medicinal products marketed in Kingdom of Spain. The dataset was created on the base of information published by Ministerio de Sanidad  Servicios Sociales e Igualdad (http://www.msssi.gob.es/).,czech; czech-republic; deref-vocab; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,,,,,health,cultural heritage
1212,euskadi-farmacias,https://lod-cloud.net/dataset/euskadi-farmacias,Farmacias en Euskadi,Cada ZIP contiene las farmacias de una provincia: Bizkaia  Gipuzkoa y Álava.    Farmacias existentes en Euskadi. Los datos incluyen  entre otros  dirección  datos de contacto  horarios y coordenadas GPS.,botica; drug; farmacia; format-cc; government; health; lod; lodcloud.unconnected; medicamentos; no-deref-vocab; published-by-third-party; salud,health,"title, abstrac, keywords not in english. farmacias (in english, chemistrry) are cited in the title and abstract. drug, medicamentos among keywords. health?",,,,health,Education
1221,farmbio-chembl,https://lod-cloud.net/dataset/farmbio-chembl,ChEMBL-RDF (@ Uppsala University),RDF version of the CC-SA-BY ChEMBL database by the team of John Overington at the EBI  Hinxton/UK (http://www.ebi.ac.uk/chembl/).,backlink; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; no-deref-vocab; no-license-metadata; no-provenance-metadata; published-by-third-party; sparql-endpoint,health,"unclear from title and abstract. lifescience among keywords. clarified by the github link: ""ChEMBL is medicinal chemistry database""",,,,education,IOT
321,flybase,https://lod-cloud.net/dataset/flybase,Flybase,,flybase; linkeddata; open-biomed,health,unclear from the abstract for technical terminology. confirmed byopen-biomed among keywords,,,,ND,
1577,flyted,https://lod-cloud.net/dataset/flyted,Flyted,,flyted; linkeddata; linktoflybase; open-biomed,health,unclear from the abstract for technical terminology. confirmed byopen-biomed among keywords,inaccessible resource,,,health,intangible
568,fu-berlin-cordis,https://lod-cloud.net/dataset/fu-berlin-cordis,Community Research and Development Information Service (CORDIS),The Community Research and Development Information Service (CORDIS) contains information on all EU programmes and projects.,business; deref-vocab; format-dc; format-foaf; format-rdf; government; latc; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party,education?,"by the abstract, it documents projects. inaccessible resource",,,,education,health
639,fu-berlin-dailymed,https://lod-cloud.net/dataset/fu-berlin-dailymed,DailyMed,The Linked Data version of DailyMed which is published by the National Library of Medicine  and provides high quality information about marketed drugs. DailyMed provides much information including general background on the chemical structure of the compound and its therapeutic purpose  details on the compound's clinical pharmacology  indication and usage  contraindications  warnings  precautions  adverse reactions  overdosage  and patient counseling.,deref-vocab; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-provenance-metadata; published-by-third-party; vocab-mappings; void-sparql-endpoint,health,"by the abstract. medicine, drugs, clinical pharmacology, patient are cited",,,,health,SLR
478,fu-berlin-dblp,https://lod-cloud.net/dataset/fu-berlin-dblp,DBLP Bibliography Database in RDF (FU Berlin),This is an RDF conversion of DBLP. The DBLP database provides bibliographic information on major computer science journals and conference proceedings including the WWW2006. The database contains more than 800.000 articles and 400.000 authors.     This RDF conversion hasn't been updated since 2007.    Other RDF conversions of DBLP are available as package:l3s-dblp and package:rkb-explorer-dblp,deref-vocab; format-rdf; lod; lodcloud-diagram-2007-05-01; lodcloud-diagram-2007-10-08; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-third-party,SLR,from title-abstract-keywords,,,,SLR,health
