_id,url,title,description,keywords,Final_decision_previous_stage,GAB - Decision after inspection of the dataset,GAB - Source that guided the decision,MAR - Decision after inspection of the dataset,MAR - Source that guided the decision,Comments,3rd reviewer comment,New link for the resource,New SPARQL URL,New RDF Dump,No LD,Only ontology?
muziekweb,https://lod-cloud.net/dataset/muziekweb,Muziekweb,Muziekweb is the music library of the Netherlands. Musicweb aims to offer music and the information about music accessible to everyone. Muziekweb has since 1961 built a collection of 600 000 CDs  300 000 LPs and 30 000 music DVDs. The site is a source of information about music that has been released in the Netherlands during the past fifty years  and an ideal place to get to know more music.  On Muziekweb you will find: Information about pop  classical  jazz and world music.  Links to streaming services to fully listen to music.                                                                                                                                                                                           Objective and reliable descriptions of albums  artists and music styles.                                                                                                                                                                         Collections of historical value made accessible digitally via the special collections page.                                                                               In-depth and accessible pieces on numerous musical topics  written by experts.,Music; Dutch; Media; Records; intangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
nom0000018bf8c08726,https://lod-cloud.net/dataset/nom,Nomenclature for Museum Cataloging,Nomenclature for Museum Cataloging is a structured and controlled list of object terms organized in a classification system to provide a basis for indexing and cataloging collections of human-made objects. Nomenclature is fully bilingual (English and French) and includes illustrations and definitions to help with identification of concepts.  Nomenclature is used in the creation and management of object records in human history collections within museums and other organizations  and it focuses on objects relevant to North American history and culture.,controlled vocabularies; material culture; museums; collections management; cultural heritage; thesauri; tangible,cultural heritage,cultural heritage,material culture in the void file keyword,cultural heritage,,,,,,,,
ntnusc,https://lod-cloud.net/dataset/ntnusc,NTNU special collections,The digitized historical manuscripts held in the special collections of the Norwegian university of science and technology (NTNU).    The data is a catalogue of manuscripts held by NTNU and these are catalogued directly as RDF.    The data is the usage catalogue for the Gunnerus Library Special Collections  and drives their web presences. The data is under constant development and the dataset is growing  and must be seen as unstable. Links to fulltext will be added as these are digitized,bibliographic; deref-vocab; english; format-bibo; format-dc; format-nl; format-rdf; library; linkedopendata; lld; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; no-vocab-mappings; norwegian; publications; published-by-producer; tangible,cultural heritage,cultural heritage,data dump available,cultural heritage,data dump available,,,,,,,
pleiades,https://lod-cloud.net/dataset/pleiades,Pleiades,Pleiades is a gazetteer for ancient world studies operated by NYU's Institute for the Study of the Ancient World and supported by the US National Endowment for the Humanities. It is derived originally from the Barrington Atlas of the Greek and Roman World and continually adds new resources. Features include:     * 31 000+ ancient places   * 26 000+ ancient names and name variants with time periods   * 31 000+ ancient locations   * Permanent  cool URIs for these resources (http://pleiades.stoa.org/places/912910 for example)   * Maps and KML  GeoJSON  Turtle and RDF+XML variants of resources (http://pleiades.stoa.org/news/recently-modified.kml for example)   * Spatial search   * Daily tabular snapshots of location  name  and place data and metadata at http://atlantides.org/downloads/pleiades/dumps    There is a detailed [README.txt][readme] with the dumps.    [readme]: http://atlantides.org/downloads/pleiades/dumps/README.txt      #### Description of geodata from the [kml file][kml]    > This KML file  for use with Google Earth and other compatible systems  contains basic coordinate and name information for ancient Greek and Roman places judged publication-ready by the Managing Editors of the Ancient World Mapping Center's Pleiades community ( http://pleiades.stoa.org ). In this edition  it comprises point features in Lycia/Pamphylia and Cyrenaica only  footprints corresponding to Barrington Atlas Maps 38 and 65. Future editions will expand the spatial coverage of this dataset  and will add more information to the individual placemark descriptions.   >   > This content is original work of the staff of the Ancient World Mapping Center and members of the Pleiades Community. It is built in part on information that was compiled by the American Philological Association's Classical Atlas Project (1988-2000)  which was used during development with the permission of the APA.  >   > Despite our best efforts  Pleiades content may contain errors or omissions.  These should be assumed to be the responsibility of the project director  and not to reflect the quality and completeness of Classical Atlas Project data nor the opinions of the Atlas Project's scholarly compilers and editors. Pleiades will open to public participation in early 2008. At this time  it will be easy for users to highlight and correct errors and omissions  and to update obsolete information.  >   > Coordinate accuracy and precision are discussed at http://icon.stoa.org/trac/pleiades/wiki/DataPrecisionAndAccuracy .     ### Openness: OPEN      * License: cc-by (e.g. see bottom of <http://www.unc.edu/awmc/pleiades/bibliography/> or in [kml file][kml])    * Access: bulk and search      * geodata: kml (and single web page) <http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml>      * biblio: html <http://www.unc.edu/awmc/pleiades/bibliography/>      * thesaurus: html <http://pleiades.stoa.org/names/all> with details on <http://pleiades.stoa.org/thesaurus>    [kml]: http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml,ancient; archaeology; classics; format-foaf; format-geo; format-rdf; format-skos; format-spacerel; format-spatial; geodata; geographic; geography; greek; historyhackday; lod; no-licence-metadata; no-proprietary-vocab; no-provenance-metadata; published-by-producer; roman; thesaurus; tangible,cultural heritage,cultural heritage,Pleiades is a gazetteer of ancient places.,cultural heritage,Pleiades is a community-built gazetteer and graph of ancient places. ,,,,,,,
rainis-and-aspazija-linked-digital-collection,https://lod-cloud.net/dataset/rainis-and-aspazija-linked-digital-collection,"""Rainis and Aspazija"" Linked Digital Collection","Linked Digital Collection ""Rainis and Aspazija"" created by the National Library of Latvia.    It is a cultural heritage collection (containing information about two famous Latvian cultural personalities - Rainis and Aspazija) that emphasizes links between collection objects. A subset of objects are transcribed and annotated with mentions of named entities  adding these entities as new collection objects.    The collection is published as Linked Data. See dataset resources for further information about it.    Publication: http://ceur-ws.org/Vol-1608/paper-04.pdf",Aspazija; Latvia; Rainis; culturalheritage; library; literature; lld; lod; publications; tangible,cultural heritage,cultural heritage,"No sparql endpoint or RDF dump, but all resources in the website can be exported as rdf (so all the page supports the RDF content negotation)",cultural heritage,,,,,,,,
rism-authorities,https://lod-cloud.net/dataset/rism-authorities,RISM Authority data,"Authority data used in the ([RISM catalogue](https://opac.rism.info ""RISM Opac"")  [dataset description](http://datahub.io/dataset/rism ""Dataset description for RISM Opac"")). It contains information about persons  organisations and literary works.",authorities; library; license-metadata; literature; lld; lod; organisations; persons; rdf; tangible,cultural heritage,cultural heritage,Updated SPARQL endpoint link: https://opac.rism.info/sparql-endpoint,cultural heritage,,,,,,,,
sandrart-net,https://lod-cloud.net/dataset/sandrart-net,sandrart.net,This dataset offers objects (persons  places  works of art  bibliographic items as well as their relations) from an online edition of Joachim von Sandrart’s “Teutsche Academie der Bau-  Bild- und Mahlerey-Künste”  a German three-volume book from the late 17th century.    Please note: Data is not yet complete.,art; art-history; arts; crossdomain; format-ecrm; format-foaf; format-geonames; format-rdaGr2; lod; no-proprietary-vocab; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
slod,https://lod-cloud.net/dataset/slod,Linked Stage Graph,Linked Stage Graph is a Knowledge Graph using a dataset by the Archive of Baden-Wuerttemberg  Germany. It contains black and white photographs and metadata about the Stuttgart State Theaters from the 1890s to the 1940s. The original EAD-XML files were converted to RDF and named entities were extracted and linked to Wikidata and the German Authority Files (GND).,theater; photographs; cultural heritage; archive; glam; tangible,cultural heritage,cultural heritage,,cultural heritage,Linked Stage Graph is a Knowledge Graph developed during the Coding da Vinci Süd 2019 hackathon. The graph is being created using a dataset by the National Archive of Baden-Wuerttemberg. It contains black and white photographs and metadata about the Stuttgart State Theatre from the 1890s to the 1940s.,,,,,,,
stitch-rameau,https://lod-cloud.net/dataset/stitch-rameau,RAMEAU subject headings (STITCH),Data exposed: SKOS representation of the RAMEAU book indexing vocabulary  maintained by the French National Library (BnF)  Size of dump and data set: 130 MB uncompressed  Notes: aligned to LCSH and SWD via SKOS mapping links    Published as SKOS/RDF by the STITCH project.    As of February 2012  URIs of the RAMEAU concepts redirect to equivalent descriptions at data.bnf.fr  see http://data.bnf.fr/semanticweb-en,authorities; ckanupload.esw.200910; decommissioned; format-rdf; format-skos; library; linkeddata; lld; lod; lodcloud-diagram-2011-09-19; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-third-party; rdf; vu; tangible,cultural heritage,cultural heritage,"Three years after we started it, our RAMEAU service has lost most of its raison d'etre, while proving its relevance: the data for the RAMEAU subject headings is now served as Linked Open Data directly from the site of BnF, the French national library! > https://data.bnf.fr/",cultural heritage,,,,https://data.bnf.fr/,,,,
swedish-open-cultural-heritage,https://lod-cloud.net/dataset/swedish-open-cultural-heritage,Swedish Open Cultural Heritage,SOCH is a set of 10 million cultural heritage objects harvested from a large number of museums and other local  regional and national cultural heritage organizations.  Different Creative Commons licenses are used for different datasets in SOCH. The main goal is to provide as open licenses as possible.,cultural; cultural-institutions; culturalheritage; format-dc; linked-open-data; lod; lodcloud.nolinks; no-deref-vocab; openaccess; publications; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
sztaki-lod,https://lod-cloud.net/dataset/sztaki-lod,National Digital Data Archive of Hungary (partial),This dataset aims at publishing the contents of Hungarian archives as Linked Open Data based on the National Digital Data Archive of Hungary. The dataset contains information about books  movies  articles published in Hungary and some of its resources are linked to other datasets (e.g. DBpedia  VIAF  NSZL).,catalog; country-hungary; format-dbpedia; format-dc; format-foaf; format-rdf; linkeddata; lod; lodcloud-diagram-2014-08-30; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; publications; published-by-producer; rdf; sparql; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
viaf,https://lod-cloud.net/dataset/viaf,VIAF: The Virtual International Authority File,"VIAF (Virtual International Autority File) is an OCLC dataset and service -- built in cooperation with national libraries and other partners -- that virtually combines multiple LAM (Library Archives Museum) name authority files into a single name authority service. Put simply it is a large database of people and organizations that occur in library catalogs.      VIAF is a joint project of 20  national libraries  implemented and hosted by OCLC. The project's goal is to lower the cost and increase the utility of library authority files by matching and linking the authority files of national libraries  and then making that information available on the Web.    ### Openness    The data is released under Open Data Commons Attribution license. Attribution is requested as follows:    > Adherence to ODC Attribution instructions for the correct assertion of attribution is encouraged. The preferred form of attribution for VIAF is:  >  > ""This [title of report or article or dataset] contains information from VIAF (Virtual International Authority File) which is made available under the ODC Attribution License.""  >   > Special cases: In circumstances where providing the full attribution statement above is not technically feasible  the use of canonical VIAF URIs is adequate to satisfy Section 4.3 of the ODC Attribution License.    #### Older information preserved for archival purposes    OCLC is currently in discussion with partners about how to license material. [Message from Thom Hickey  OCLC Chief Scientist](http://groups.google.com/group/nyt_linked_open_data/browse_thread/thread/46ea00276e3d5a2e#) on public Google Groups mailing list in January 2010 states:    > VIAF is a joint project with the contributing institutions and OCLC doesn?t claim any rights to the data beyond what the group has.  Unfortunately the group as a whole has problems coming up with a statement of exactly what is permitted.  In lieu of that  our position is that the data on the site is freely available for use through the APIs  although if someone wants a copy of the whole thing they would have to apply to the VIAF consortium (they could do that through me or Barbara Tillett at LC).  Along those same lines  if someone is going to have substantial activity against VIAF (multiple queries/second) we?d like to know about it ahead of time.     > Over the next few months we will be working on a better statement of what?s permitted  but our intention is to make the data as freely available as possible (even to the NYT).       Further update from Thom Hickey:  (http://outgoing.typepad.com/outgoing/2011/03/use-of-viaf.html)    > I responded to a recent blog post on LibraryThing which mentioned restrictions on the use of VIAF and its relationship to the LC authority file.    > In fact  VIAF is open for use by anyone.  Here's what I said about the use of VIAF:    > VIAF is a project led by LC  the French and German national libraries and OCLC. There are no restrictions on its use. Dumps of the complete file are available  but need the approval of the project leaders.    > VIAF is not designed to replace the LC/NACO authority file  but rather is built from it and a number of similar files.    > I hope that is clear.  We really do want people to use VIAF!    Good news  but no explicit license or complete dumps freely available without asking  so not (yet) OKD compliant",bibliographic; format-owl; format-rdf; format-skos; library; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
warsampo,https://lod-cloud.net/dataset/warsampo,WarSampo,This dataset includes harmonized data of different kinds concerning the Second World War in Finland  separated in different graphs representing events  actors  places  photographs  and other aspects and documentation of the war. To test and demonstrate its usefulness  this data service is in use in the semantic portal [WarSampo](http://sotasampo.fi/en/) explained in more detail in the [project page](http://seco.cs.aalto.fi/projects/sotasampo).,Continuation War; Finland; Lapin sota; Lapland War; Second World War; Winter War; culturalheritage; deref-vocab; format-crm; format-dct; format-foaf; format-geo; format-rdf; format-schema; format-skos; history; jatkosota; lod; sota; talvisota; war; military history; CIDOC CRM; CRM; CIDOC; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
wasabi,https://lod-cloud.net/dataset/wasabi,WASABI RDF Knowledge Graph,The WASABI RDF Knowledge Graph provides an RDF representation of the WASABI song corpus  a corpus of 2M+ songs enriched with metadata extracted from music databases on the Web  and resulting from the processing of song lyrics and from audio analysis.,music; metadata; lyrics analysis; linked data; audio analysis; song; intangible,cultural heritage,cultural heritage,examples available on github and data dump on Zenodo. SPARQL nedpoint no more available,cultural heritage,,,,,,,,
wl-kg000001922006f4ea,https://lod-cloud.net/dataset/wl-kg,The World Literature Knowledge Graph,Digital media have enabled the access to unprecedented literary knowledge. Authors  readers  and scholars are now able to discover and share an increasing amount of information about books and their authors. However  these sources of knowledge are fragmented and do not adequately represent non-Western writers and their works. In this paper we present The World Literature Knowledge Graph  a semantic resource containing 194   346 writers and 965  210 works  specifically designed for exploring facts about literary works and authors from different parts of the world. The knowledge graph integrates information about the reception of literary works gathered from 3 different communities of readers  aligned according to a single semantic model. The resource is accessible through an online visualization platform  which can be found at the following URL: https://literaturegraph.di.unito.it/3. This platform has been rigorously tested and validated by 3 distinct categories of experts who have found it to be highly beneficial for their respective work domains. These categories include teachers  researchers in the humanities  and professionals in the publishing industry. The feedback received from these experts confirms that they can effectively utilize the platform to enhance their work processes and achieve valuable outcomes.,tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
ww1lod,https://lod-cloud.net/dataset/ww1lod,World War 1 as Linked Open Data,This dataset contains strictly quality-controlled rich information on events  actors and places related to the First World War. As such  it is meant to be used as a reference dataset to which other datasets (e.g. museum or library collections dealing with WW1 topics) can be linked.,culturalheritage; deref-vocab; format-cidoc-crm; format-foaf; format-geo; format-georss; format-org; format-rdf; format-schema; format-skos; history; lod; world-war-one; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
yso,https://lod-cloud.net/dataset/yso,YSO - General Finnish Ontology,General Finnish Ontology YSO is a trilingual ontology consisting mainly of general concepts. YSO has been founded on the basis of concepts in Finnish cultural sphere. As an indexing tool it is best applicable when indexed material is interdiscliplinary and its themes vary to a great extent.,library; publications; thesaurus; multilingual; ontology; finland; format-skos; format-dc; lld; published-by-producer; intangible,cultural heritage,cultural heritage,RDF dump available,cultural heritage,,,,,,,,Yes
calames,https://lod-cloud.net/dataset/calames,Calames,Source : [Calames](http://www.calames.abes.fr)    Calames is the French academic union catalogue of archives and manuscripts  maintained by ABES    Licensing : not yet  but will be as open as possible    NB : in order to extract the RDFa  please use the URL as it is given in the following example  not as it is resolved by the application and displayed in the address bar. (Ajax trick),abes; archives; ead; france; lld; lod; lodcloud-diagram-2011-09-19; manuscripts; no-license-metadata; no-proprietary-vocab; provenance-metadata; publications; published-by-producer; rdfa; tangible,cultural heritage,ch no working links,all type of search executed on the website give no results,ch no working links,"online catalogue of manuscripts in French libraries

BUT no links are provided for accessing the resource and the online exploration returns no results",,"Include as CH, but in the archival section",,,,,
radatana,https://lod-cloud.net/dataset/radatana,Rådata nå!,This is an RDF representation of the personal name authorities in the BIBSYS authority file  the dataset was created with funding from the Norwegian Archive  Library and Museum Authority (ABM-utvikling) by BIBSYS and NTNU University Library.    See also [http://brinxmat.posterous.com/bibsys-personal-name-linked-open-data-publish](http://brinxmat.posterous.com/bibsys-personal-name-linked-open-data-publish).,authorities; bibliographic; deref-vocab; format-dc; format-foaf; format-owl; format-radatana; format-rdf; format-rdfs; format-skos; format-whois; format-xsd; linked-data; linked-open-data; linkeddata; lld; lod; no-license-metadata; no-provenance-metadata; no-vocab-mappings; norwegian; persons; publications; published-by-producer; tangible,cultural heritage,ch no working links,No LD resources in the website: https://sikt.no/,ch no working links,,include but problem for the Reusability,to keep and agree to penalize this kind of datasets in the reusability aspect as they do not are compliant with semantic web technologies standard,,,,,
ISSN:0080-3626,https://lod-cloud.net/dataset/ISSN:0080-3626,Pierwszy polski podręcznik bibliotekarski,praca poświęcona przedstawieniu i omówieniu poglądów i spostrzeżeń Joachima Lelewela zawartych w pracach poświęconych bibliotekarstwu,tangible,cultural heritage,ch no working links,No access,ch no working links,the resource is not accessible. the website does not work and it is not attached to links to accessing the resource,No access,,,,,,
eclap,https://lod-cloud.net/dataset/eclap,ECLAP,Information about performing arts related content,deref-vocab; format-dc; format-dcterms; format-foaf; format-oa; format-skos; lod; intangible,cultural heritage,ch no working links,,ch no working links,"googling it: https://www.disit.org/node/5506 
it might be part of europeana",,,https://www.disit.org/node/5506,,,,
amsterdam-museum-as-edm-lod,https://lod-cloud.net/dataset/amsterdam-museum-as-edm-lod,Amsterdam Museum as Linked Open Data in the Europeana Data Model,The Amsterdam Museum dataset describes more than 70.000 cultural heritage objects related to the city of Amsterdam described by the museum.     The metadata was retrieved from an XML Web API of the museum's Adlib collection database and converted to RDF compliant with the Europeana Data Model (EDM). This makes the Amsterdam Museum data the first of its kind to be officially converted and made available in this format.,amsterdam; country-netherlands; crossdomain; cultural; culturalheritage; datagovuk; deref-vocab; edm; europeana; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; museum; no-license-metadata; no-provenance-metadata; publications; published-by-third-party; rdf; vu; tangible,cultural heritage,ch no working links,"there is a gitlab link, but all uri to the resources are offline",ch no working links,uclear if it is still accessible. website is working,,,,,,,
bbc-music,https://lod-cloud.net/dataset/bbc-music,BBC Music,BBC Music is a team working in the department of Audio and Music Interactive at the BBC. Responsible for the BBC Music website - the portal site to music content across the BBC website. It is also the location of the BBC's album reviews  covering all major releases in every genre on a monthly basis and written by a wide range of music experts. Contributors include Andrew Mueller  Nick Barraclough  David Quantick  Barney Hoskyns and Paul Lester. Music reviews are edited by former Drowned in Sound and Clash magazine online editor Mike Diver.,bbc; deref-vocab; format-bio; format-foaf; format-mo; format-rdf; format-rev; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer; intangible,cultural heritage,ch no working links,"cultural heritage, but all links are offline and on the website there isn't LD resources",ch no working links,"cultural heritage, but all links are offline and on the website there isn't LD resources",no working access,,,,,,
bbc-wildlife-finder,https://lod-cloud.net/dataset/bbc-wildlife-finder,BBC Wildlife Finder,Information about:    - wildlife biota (kingdom > Species)  - habitats  - adaptations  - ecozones    Data includes:     - IUCN conservation status  - background descriptions  - photos  - BBC news stories and   - video clips from the BBC archive.,deref-vocab; format-dc; format-foaf; format-rdf; format-rdfs; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer; natural,cultural heritage,ch no working links,"cultural heritage, but all links are offline and on the website there isn't LD resources",ch no working links,"cultural heritage, but the website anad all links are offline ",no working access,,,,,,
british-museum-collection,https://lod-cloud.net/dataset/british-museum-collection,British Museum Collection,Welcome to this Linked Data and SPARQL service. It provides access to the same collection data available through the Museum?s web presented Collection Online  but in a computer readable format. The use of the W3C open data standard  RDF  allows the Museum?s collection data to join and relate to a growing body of linked data published by other organisations around the world interested in promoting accessibility and collaboration.    The data has also been organised using the CIDOC-CRM (Conceptual Reference Model) crucial for harmonising with other cultural heritage data. The current version is beta and development work continues to improve the service. We hope that the service will be used by the community to develop friendly web applications that are freely available to the community.     Licence available at http://collection.britishmuseum.org/Licensing,cultural; culturalheritage; deref-vocab; format-cidoc-crm; format-foaf; format-rdf; format-skos; lod; lodcloud-diagram-2014-08-30; lodcloud.candidate; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; sparql; tangible,cultural heritage,ch no working links,no access,ch no working links,"surely CH, but no access point is working",no access,,,,,,
data-hnm-hu,https://lod-cloud.net/dataset/data-hnm-hu,data-hnm-hu - Hungarian National Museum Datasets,"Open linked data from the Hungarian National Museum.   The following datasets and subsets are available:    * Collections (dataset  short  name: colls)   * Bibliographic Data of the Central Library (subset  short name: colls-lib-bib)    The Bibliographic Data of the Central Library contains the entire online catalogue of the library in BIBFRAME format and provides links to external sources including: [BNF](http://data.bnf.fr)  [ISNI](http://isni.org)  [LC NAF](http://id.loc.gov/authorities/names.html)  [VIAF](http:viaf.org) and [Wikidata](http://wikidata.org).    One of the aims of this publication is to make Hungarian librarians more familiar with BIBFRAME. In order to achieve this the BIBFRAME and the MARC descriptions are cross linked. Knowing the BIBFRAME URI of an instance:    [http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563](http://data.hnm.hu/id/colls/lib/bib/Instance/MNMKVT19563)    one can get the MARC description by appending "".opac"" to the URI:    [http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac](http://data.hnm.hu/doc/colls/lib/bib/Instance/MNMKVT19563.opac).    Knowing the permalink of an OPAC record     [http://link.hnm.hu/lib/bib/MNMKVT19563](http://link.hnm.hu/lib/bib/MNMKVT19563)    one can get the BIBRAME description in HTML format by appending .rdf to it:    [http://link.hnm.hu/lib/bib/MNMKVT19563.rdf](http://link.hnm.hu/lib/bib/MNMKVT19563.rdf).    Other formats can also be invoked by appending the following extensions:  .rdf-ttl  .rdf-nt  .rdf-json  .rdf-jsonld  and .rdf-rdf. The .rdf-rdf extentsion gives back the rdf-xml format.    Clicking the BIBFRAME icon in the OPAC also leads to the BIBFRAME description.    The OPAC pages also support the link rel discovery service in order for the crawlers and other programs to find the RDF descriptions in different formats automatically.    The project was carried out in partnership with @Cult srl.  Italy (MARC BIBFRAME conversion) and Monguz Ltd.  Hungary (OPAC modification). We also used some parts of the ALIADA open source tool.    The @Cult MARC21 BIBFRAME conversion have the following main features:    - Work recognition  - Entity recognition  - Name entities are linked to external datasets.    The BIBFRAME dataset will be updated periodically as BIBFRAME and the conversion evolves.",format-bibframe; format-owl; format-rdf; format-rdfs; license-metadata; lod; no-proprietary-vocab; published-by-producer; tangible,cultural heritage,ch no working links,no active links,ch no working links,CH from the website. the tested links doesn't work,"perhaps, no access point",,,,,,
data-incubator-climb,https://lod-cloud.net/dataset/data-incubator-climb,Climb Dataincubator,A collection of data about climbing routes  crags  and mountains  screen-scraped from UKClimbing.com,climbing; deref-vocab; format-climb; format-dc; format-foaf; format-geo; format-rdf; format-rdfs; geographic; lod; lodcloud-diagram-2011-09-19; mountaineering; no-license-metadata; no-vocab-mappings; provenance-metadata; published-by-third-party; sport; natural,cultural heritage,ch no working links,no active links,ch no working links,"website in the cloud not working. http://linkeddatacatalog.dws.informatik.uni-mannheim.de/sv/dataset/data-incubator-climb googling the dataset name, download links not working",no working access point,,,,,,
data-incubator-musicbrainz,https://lod-cloud.net/dataset/data-incubator-musicbrainz,Data Incubator: MusicBrainz,An RDF conversion of the PostgreSQL database dumps made available by the MusicBrainz project (package:musicbrainz) and hosted under the Talis Connected Commons scheme. It contains RDF representations of albums  artists  tracks  labels and their relationships.    Note: this dataset is no longer available.,broken_link; format-bio; format-dc; format-foaf; format-gr; format-mo; format-ov; format-owl; format-rdf; format-skos; license-metadata; lodcloud-diagram-2007-05-01; lodcloud-diagram-2011-09-19; media; music; no-deref-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; talis; intangible,cultural heritage,ch no working links,no working links,ch no working links,"links not working. 

http://linkeddatacatalog.dws.informatik.uni-mannheim.de/dataset/data-incubator-musicbrainz google it.

From the description: ""An RDF conversion of the PostgreSQL database dumps made available by the MusicBrainz project (package:musicbrainz) and hosted under the Talis Connected Commons scheme. It contains RDF representations of albums, artists, tracks, labels and their relationships.

Note: this dataset is no longer available.""",,,,,,,
data-szepmuveszeti-hu,https://lod-cloud.net/dataset/data-szepmuveszeti-hu,data-szepmuveszeti-hu,Open linked data from the Museum of Fine Arts Budapest,format-foaf; format-frbroo; format-owl; format-owltime; format-skos; format-wgs84; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-producer; tangible,cultural heritage,ch no working links,no working links,ch no working links,CH from the website. no link is working,,,,,,,
datos-artium-org,https://lod-cloud.net/dataset/datos-artium-org,datos-artium-org,Open linked data from the Library and Museum of ARTIUM,format-foaf; format-frbroo; format-owl; format-owltime; format-skos; format-wgs84; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-producer; tangible,cultural heritage,ch no working links,no working links,ch no working links,CH from the website. no link is working,no working link,,,,,,
dbtune-artists-last-fm,https://lod-cloud.net/dataset/dbtune-artists-last-fm,DBTune.org Artists: Last.fm,### Description    This service provides an RDF representation of music artists and their similar artists based on the Last.fm API. Responses are linked with identifiers from package:bbc-music as well as with package:dbtune-musicbrainz.    RDF representations are designed using the Music Ontology and MuSim the music similarity ontology.    ### Statistics    The size and link statistics are wild guesses. Googling for Last.fm artist pages yields ~5M results. We assume that each one has ~50 triples and one outlink each to package:dbtune-musicbrainz and package:bbc-music.,api; dbtune; format-foaf; format-mo; format-rdf; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party; intangible,cultural heritage,ch no working links,no working links,ch no working links,even on the mannheim website,,,,,,,
dbtune-audioscrobbler,https://lod-cloud.net/dataset/dbtune-audioscrobbler,DBTune.org AudioScrobbler RDF Service,### Description    This service provides a live RDF representation of your last 10 tracks submitted to [AudioScrobbler/Last.fm](http://www.audioscrobbler.net/). There are many AudioScrobbler clients for a wide range of media players. It now also provides you with the list of your friends (using their URI on this service  allowing to access their friends and scrobbles).    This representations is designed using the Music Ontology  FOAF and a small AudioScrobble ontology. Moreover  it is interlinked with corresponding dereferencable URIs in the Musicbrainz repository (see this quick explanation of why this is important).    ### Statistics    The triple count and MusicBrainz link count are based on estimates of total user numbers.,dbtune; format-rdf; lod; lodcloud-diagram-2011-09-19; media; music; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; intangible,cultural heritage,ch no working links,,ch no working links,"the website is working and it confirms that it is related to music. however, examplary links do not work",,,,,,,
dbtune-magnatune,https://lod-cloud.net/dataset/dbtune-magnatune,DBTune.org Magnatune RDF server,[Magnatune](http://magnatune.com) is an independent music label  allowing people to buy records for as much as they want. This package contains the Magnatune catalog in RDF format.    The converted RDF data is available under the same license as the Magnatune data. The links to DBpedia are available as CC-BY-NC-SA.    This is a part of package:dbtune.,ckanupload.esw.200910; dbtune; format-bio; format-dc; format-mo; format-rdf; linkeddata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party; intangible,cultural heritage,ch no working links,,ch no working links,"website is working, download links no",,,,,,,
dbtune-musicbrainz,https://lod-cloud.net/dataset/dbtune-musicbrainz,DBTune.org Musicbrainz D2R Server,Data from package:musicbrainz re-published as RDF.,dbtune; format-rdf; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; intangible,cultural heritage,ch no working links,,ch no working links,neither the website,,,,,,,
